SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,FIN_ED_ALL,Z,FIN_HEALTH
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,1,6,5.0,6,1,6,2.0,2.0,49,2.0,2.0,0,110.5
5.0,4.5,9.0,1.0,4.5,4.5,9.0,2.25,0.0,4.5,4.5,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,5,4.0,5,2,6,2.0,2.0,42,1.0,2.0,1,111.0
6.0,0.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,7.5,3.75,1,4,1.0,5,2,6,2.0,1.0,35,1.0,2.0,1,105.75
4.0,0.0,4.5,6.0,0.0,1.5,2.25,2.25,2.25,0.0,9.0,6.75,0.0,11.25,4.5,6.0,3.0,2.25,1,4,3.0,5,2,6,1.0,1.0,38,2.0,2.0,0,65.5
4.0,0.0,4.5,5.0,0.0,3.0,9.0,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,9.0,3.75,2,2,4.0,6,2,2,2.0,2.0,13,1.0,2.0,1,90.0
8.0,0.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,2,5.0,5,1,6,2.0,1.0,49,1.0,2.0,1,108.25
3.0,0.0,4.5,4.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,7.5,3.0,1,7,2.0,5,2,6,2.0,1.0,45,1.0,2.0,1,91.75
4.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,9.0,7.5,3.0,2,7,6.0,6,1,4,2.0,2.0,32,2.0,2.0,0,104.0
6.0,9.0,9.0,1.0,4.5,1.5,9.0,2.25,2.25,4.5,0.0,6.75,0.0,11.25,4.5,15.0,9.0,3.0,1,6,5.0,5,2,6,2.0,1.0,13,2.0,2.0,0,98.5
2.0,0.0,4.5,3.0,0.0,1.5,4.5,0.0,0.0,2.25,4.5,3.375,4.5,11.25,4.5,15.0,5.25,3.0,1,2,2.0,6,1,1,2.0,2.0,13,1.0,2.0,1,69.125
4.0,9.0,4.5,6.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,15.0,9.0,2.25,1,6,6.0,6,2,4,1.0,2.0,38,2.0,2.0,0,99.25
0.0,0.0,0.0,7.0,0.0,0.0,6.75,2.25,2.25,0.0,4.5,0.0,4.5,11.25,4.5,9.0,7.5,3.0,1,3,1.0,6,2,6,2.0,2.0,13,1.0,2.0,1,62.5
7.0,9.0,9.0,3.0,4.5,4.5,4.5,1.125,1.125,2.25,4.5,3.375,9.0,11.25,4.5,18.0,6.0,2.25,1,4,1.0,5,1,6,2.0,2.0,38,1.0,2.0,1,104.875
7.0,4.5,9.0,3.0,4.5,3.0,2.25,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,15.0,7.5,3.0,1,4,2.0,2,2,5,1.0,1.0,30,1.0,2.0,1,94.75
1.0,4.5,4.5,7.0,0.0,0.0,2.25,2.25,2.25,0.0,4.5,0.0,0.0,11.25,0.0,6.0,9.0,2.25,2,5,2.0,5,2,6,2.0,2.0,38,2.0,2.0,0,56.75
3.0,9.0,9.0,5.0,4.5,4.5,6.75,2.25,2.25,4.5,0.0,6.75,0.0,11.25,4.5,6.0,9.0,2.25,1,6,5.0,6,2,5,2.0,1.0,38,1.0,2.0,1,90.5
5.0,0.0,4.5,3.0,4.5,0.0,9.0,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,12.0,7.5,3.0,1,5,4.0,2,2,2,2.0,2.0,38,1.0,2.0,1,77.75
0.0,9.0,9.0,6.0,0.0,3.0,6.75,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,15.0,7.5,3.0,1,4,5.0,6,2,5,2.0,2.0,38,1.0,2.0,1,95.25
8.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,15.0,9.0,3.75,1,6,5.0,5,1,6,2.0,2.0,38,2.0,2.0,0,114.25
3.0,0.0,4.5,7.0,4.5,0.0,9.0,2.25,2.25,0.0,9.0,6.75,0.0,11.25,4.5,0.0,9.0,2.25,1,4,1.0,5,1,1,2.0,2.0,45,1.0,2.0,1,75.25
3.0,0.0,9.0,2.0,0.0,1.5,6.75,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,18.0,7.5,3.75,2,7,6.0,5,1,6,2.0,2.0,38,1.0,2.0,1,87.5
5.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,15.0,7.5,3.0,1,4,3.0,1,2,4,2.0,1.0,38,1.0,2.0,1,104.25
2.0,9.0,9.0,4.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,12.0,9.0,3.75,1,5,3.0,5,2,4,2.0,2.0,38,1.0,2.0,1,108.0
6.0,9.0,4.5,5.0,0.0,3.0,4.5,2.25,2.25,4.5,0.0,6.75,0.0,11.25,4.5,0.0,9.0,3.0,1,6,5.0,1,2,4,1.0,1.0,38,1.0,2.0,1,75.5
8.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,2,4,2.0,5,1,3,2.0,4.5,38,1.0,2.0,1,119.5
7.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,6,4.0,5,1,6,2.0,1.0,38,1.0,2.0,1,126.0
8.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,15.0,9.0,4.5,1,6,2.0,5,2,6,2.0,4.5,38,2.0,2.0,0,116.0
5.0,9.0,9.0,6.0,4.5,4.5,2.25,2.25,2.25,4.5,4.5,6.75,4.5,11.25,4.5,9.0,7.5,3.0,1,4,5.0,1,2,5,1.0,1.0,38,1.0,2.0,1,100.25
2.0,0.0,4.5,5.0,0.0,3.0,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,15.0,4.5,3.75,1,4,6.0,1,1,4,1.0,1.0,38,1.0,2.0,1,76.0
1.0,0.0,4.5,7.0,0.0,3.0,9.0,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,0.0,9.0,3.75,1,2,2.0,6,1,3,2.0,2.0,38,1.0,2.0,1,66.5
5.0,4.5,4.5,5.0,4.5,3.0,6.75,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,0.0,7.5,3.0,1,4,6.0,2,1,4,2.0,1.0,38,1.0,2.0,1,77.5
7.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,12.0,7.5,3.75,1,6,5.0,1,2,5,2.0,4.5,38,2.0,2.0,0,117.75
8.0,9.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,18.0,9.0,3.75,1,5,2.0,5,2,5,1.0,2.0,38,1.0,2.0,1,114.5
5.0,0.0,4.5,5.0,4.5,3.0,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,12.0,9.0,3.75,1,4,3.0,6,2,5,1.0,1.0,38,1.0,2.0,1,89.5
6.0,0.0,9.0,7.0,0.0,1.5,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,0.0,6.0,9.0,3.75,1,6,5.0,6,2,5,2.0,1.0,38,2.0,2.0,0,76.0
6.0,0.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,2.25,4.5,0.0,9.0,11.25,4.5,9.0,4.5,3.0,1,2,2.0,5,2,5,1.0,2.0,38,1.0,2.0,1,88.5
2.0,0.0,4.5,6.0,0.0,0.0,4.5,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,9.0,9.0,3.75,1,6,5.0,6,2,6,1.0,2.0,38,2.0,2.0,0,74.75
0.0,4.5,4.5,7.0,4.5,0.0,0.0,2.25,2.25,4.5,4.5,0.0,9.0,3.75,4.5,18.0,7.5,3.0,1,7,6.0,5,2,5,2.0,2.0,38,1.0,2.0,1,79.75
5.0,0.0,4.5,4.0,0.0,4.5,9.0,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,18.0,9.0,3.75,1,6,6.0,3,2,6,2.0,1.0,22,2.0,2.0,0,93.75
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,2,7,6.0,2,1,5,2.0,4.5,38,2.0,2.0,0,126.0
7.0,0.0,9.0,7.0,2.25,3.0,9.0,1.125,2.25,2.25,0.0,0.0,9.0,5.625,0.0,3.0,9.0,3.75,2,7,6.0,1,2,2,2.0,1.0,31,1.0,2.0,1,73.25
8.0,0.0,9.0,7.0,4.5,3.0,6.75,2.25,2.25,0.0,9.0,6.75,9.0,5.625,0.0,3.0,9.0,3.75,2,6,5.0,2,2,3,1.0,1.0,5,1.0,2.0,1,88.875
6.0,4.5,9.0,6.0,0.0,0.0,2.25,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,12.0,9.0,3.0,2,4,3.0,6,2,1,2.0,4.5,14,1.0,2.0,1,83.25
9.0,0.0,0.0,7.0,4.5,4.5,6.75,2.25,2.25,0.0,9.0,6.75,9.0,1.25,0.0,0.0,9.0,4.5,1,7,6.0,4,1,3,1.0,1.0,33,1.0,2.0,1,75.75
7.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,7.5,3.0,2,7,6.0,6,1,5,2.0,2.0,21,1.0,2.0,1,122.0
1.0,0.0,4.5,6.0,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,4.5,2.5,0.0,6.0,7.5,2.25,2,2,1.0,5,2,5,2.0,2.0,32,2.0,2.0,0,38.75
9.0,0.0,9.0,7.0,2.25,4.5,9.0,1.125,0.0,2.25,4.5,0.0,4.5,5.625,0.0,9.0,4.5,3.75,1,2,2.0,3,1,1,1.0,2.0,23,1.0,2.0,1,76.0
7.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,0.0,11.25,4.5,18.0,1.5,0.0,2,4,5.0,5,2,6,2.0,2.0,39,1.0,2.0,1,100.5
8.0,0.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,7,6.0,5,1,6,2.0,1.0,51,2.0,2.0,0,107.25
9.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,3.75,0.0,0.0,9.0,4.5,1,7,6.0,1,1,3,2.0,1.0,10,1.0,2.0,1,96.5
0.0,4.5,4.5,7.0,4.5,0.0,4.5,2.25,2.25,0.0,4.5,0.0,4.5,11.25,4.5,9.0,6.0,2.25,2,4,1.0,6,2,1,2.0,2.0,5,1.0,2.0,1,71.5
3.0,4.5,4.5,6.0,0.0,3.0,4.5,2.25,2.25,4.5,4.5,0.0,9.0,3.75,4.5,3.0,4.5,3.75,1,4,3.0,4,2,3,1.0,2.0,3,2.0,2.0,0,67.5
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,2,6,6.0,1,1,2,1.0,2.0,39,1.0,2.0,1,127.0
6.0,4.5,4.5,4.0,0.0,3.0,2.25,2.25,0.0,4.5,9.0,0.0,4.5,2.5,0.0,9.0,4.5,1.5,2,4,3.0,6,2,2,1.0,2.0,26,1.0,2.0,1,62.0
6.0,9.0,4.5,5.0,0.0,4.5,2.25,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,0.0,6.0,3.75,2,5,4.0,1,2,3,1.0,2.0,33,1.0,2.0,1,74.75
8.0,0.0,9.0,1.0,0.0,4.5,9.0,0.0,0.0,2.25,4.5,3.375,9.0,3.75,2.25,15.0,9.0,4.5,2,6,5.0,1,2,1,1.0,1.0,19,2.0,2.0,0,85.125
0.0,9.0,4.5,3.0,4.5,4.5,2.25,2.25,2.25,4.5,4.5,3.375,9.0,11.25,4.5,18.0,9.0,3.75,2,5,4.0,5,1,3,1.0,2.0,50,1.0,2.0,1,100.125
9.0,4.5,0.0,7.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,3.75,0.0,0.0,7.5,4.5,1,4,3.0,1,1,2,1.0,1.0,47,1.0,2.0,1,83.5
6.0,9.0,9.0,2.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,6.75,4.5,11.25,4.5,6.0,9.0,3.0,1,6,5.0,6,1,2,2.0,4.5,38,1.0,2.0,1,100.25
5.0,9.0,9.0,6.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,6.0,3.0,2,4,3.0,6,1,4,1.0,2.0,44,1.0,2.0,1,112.25
9.0,0.0,0.0,7.0,4.5,3.0,9.0,2.25,2.25,0.0,9.0,6.75,9.0,1.25,0.0,0.0,7.5,4.5,1,7,6.0,1,1,2,1.0,1.0,11,1.0,2.0,1,75.0
8.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,7.5,3.75,2,7,6.0,6,1,6,2.0,2.0,5,2.0,2.0,0,115.75
5.0,9.0,4.5,2.0,4.5,3.0,6.75,2.25,2.25,0.0,4.5,6.75,9.0,11.25,0.0,15.0,1.5,3.0,2,4,3.0,6,2,1,2.0,2.0,25,1.0,2.0,1,90.25
7.0,9.0,9.0,4.0,4.5,2.25,6.75,2.25,2.25,0.0,9.0,0.0,9.0,1.25,4.5,12.0,4.5,3.0,2,2,5.0,1,2,1,2.0,1.0,10,1.0,2.0,1,90.25
7.0,9.0,9.0,4.0,4.5,3.0,6.75,2.25,1.125,4.5,4.5,6.75,9.0,5.625,0.0,9.0,3.0,3.75,2,4,3.0,6,2,1,1.0,2.0,44,2.0,2.0,0,92.75
5.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,7.5,3.0,2,4,4.0,6,2,5,2.0,1.0,5,1.0,2.0,1,114.0
6.0,4.5,4.5,6.0,0.0,4.5,4.5,0.0,1.125,2.25,4.5,0.0,9.0,11.25,4.5,12.0,3.0,3.75,2,1,1.0,1,2,3,2.0,2.0,37,2.0,2.0,0,81.375
9.0,4.5,9.0,7.0,0.0,3.0,9.0,2.25,0.0,4.5,4.5,0.0,9.0,2.5,4.5,0.0,9.0,3.75,2,5,6.0,1,2,1,2.0,2.0,26,1.0,2.0,1,81.5
4.0,0.0,9.0,7.0,4.5,3.0,9.0,2.25,2.25,2.25,4.5,6.75,9.0,5.625,0.0,18.0,6.0,3.0,2,5,2.0,6,2,2,1.0,1.0,32,1.0,2.0,1,96.125
9.0,0.0,0.0,7.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,1.25,0.0,0.0,9.0,4.5,1,7,6.0,1,1,3,1.0,1.0,34,1.0,2.0,1,78.0
0.0,9.0,4.5,4.0,0.0,1.5,2.25,2.25,2.25,4.5,4.5,0.0,0.0,11.25,0.0,9.0,9.0,3.75,2,7,6.0,3,2,4,1.0,1.0,25,2.0,2.0,0,67.75
9.0,4.5,4.5,7.0,4.5,3.0,0.0,2.25,2.25,0.0,9.0,6.75,9.0,3.75,0.0,9.0,7.5,3.75,2,5,4.0,1,1,3,1.0,2.0,5,1.0,2.0,1,85.75
6.0,9.0,9.0,6.0,0.0,4.5,9.0,2.25,2.25,4.5,4.5,3.375,9.0,11.25,4.5,15.0,7.5,3.0,2,7,6.0,6,1,3,2.0,1.0,14,2.0,2.0,0,110.625
7.0,4.5,0.0,7.0,4.5,4.5,0.0,2.25,2.25,0.0,9.0,6.75,9.0,5.625,0.0,6.0,9.0,2.25,1,6,4.0,3,1,1,1.0,1.0,47,1.0,2.0,1,79.625
8.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,0.0,4.5,0.0,0.0,9.0,11.25,4.5,9.0,4.5,3.75,2,7,6.0,1,1,5,2.0,1.0,12,1.0,2.0,1,87.75
0.0,0.0,4.5,7.0,0.0,0.0,2.25,2.25,2.25,2.25,4.5,3.375,0.0,5.625,0.0,0.0,4.5,2.25,1,4,3.0,1,1,3,2.0,2.0,13,1.0,2.0,1,40.75
0.0,4.5,4.5,2.0,0.0,0.0,6.75,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,6.0,9.0,3.75,1,5,4.0,5,1,4,2.0,2.0,38,2.0,2.0,0,70.25
7.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,15.0,7.5,3.0,1,6,2.0,1,2,4,2.0,2.0,38,1.0,2.0,1,114.25
5.0,9.0,4.5,6.0,0.0,3.0,9.0,2.25,0.0,4.5,9.0,0.0,9.0,11.25,4.5,9.0,7.5,3.75,1,7,2.0,6,2,4,2.0,2.0,48,1.0,2.0,1,97.25
5.0,4.5,9.0,2.0,0.0,1.5,2.25,1.125,0.0,2.25,0.0,0.0,0.0,3.75,4.5,9.0,4.5,0.75,1,7,5.0,2,2,1,1.0,2.0,48,1.0,2.0,1,50.125
4.0,4.5,4.5,7.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,0.0,9.0,4.5,1,6,4.0,1,2,4,2.0,2.0,51,1.0,2.0,1,85.25
1.0,4.5,4.5,1.0,0.0,0.0,2.25,2.25,2.25,4.5,0.0,0.0,4.5,11.25,4.5,0.0,4.5,3.0,1,5,5.0,3,2,3,1.0,2.0,48,1.0,2.0,1,50.0
8.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,7.5,3.75,1,7,6.0,1,2,5,2.0,1.0,8,2.0,2.0,0,122.75
2.0,9.0,4.5,6.0,4.5,3.0,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,7.5,2.25,1,6,5.0,6,2,3,2.0,1.0,38,2.0,2.0,0,106.25
7.0,9.0,9.0,2.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,12.0,6.0,3.75,1,6,5.0,6,1,4,2.0,1.0,2,2.0,2.0,0,114.75
5.0,9.0,9.0,5.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,0.0,0.0,11.25,0.0,6.0,7.5,2.25,1,4,4.0,5,1,5,2.0,2.0,16,1.0,2.0,1,84.25
7.0,0.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,5,4.0,5,2,6,2.0,1.0,16,1.0,2.0,1,108.0
7.0,9.0,9.0,6.0,4.5,3.0,4.5,2.25,2.25,4.5,9.0,0.0,4.5,11.25,4.5,15.0,7.5,3.75,1,2,3.0,5,2,5,2.0,4.5,16,1.0,2.0,1,107.5
5.0,9.0,4.5,6.0,0.0,3.0,6.75,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,9.0,3.0,3.0,1,5,4.0,6,2,5,2.0,2.0,45,1.0,2.0,1,78.5
8.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,9.0,7.5,3.75,2,6,5.0,5,1,6,2.0,1.0,38,1.0,2.0,1,100.0
0.0,0.0,0.0,7.0,0.0,3.0,2.25,2.25,2.25,4.5,4.5,0.0,4.5,3.75,0.0,3.0,6.0,3.0,1,6,2.0,6,2,2,1.0,2.0,2,1.0,2.0,1,46.0
0.0,4.5,4.5,6.0,0.0,0.0,2.25,2.25,0.0,0.0,9.0,0.0,4.5,5.625,0.0,0.0,6.0,1.5,2,6,5.0,1,2,3,2.0,2.0,51,1.0,2.0,1,46.125
4.0,4.5,9.0,3.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,0.0,9.0,3.0,1,7,6.0,1,2,2,2.0,1.0,40,2.0,2.0,0,88.75
5.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,6.0,7.5,3.75,1,6,5.0,1,1,5,1.0,2.0,13,1.0,2.0,1,106.0
3.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,12.0,6.0,3.75,1,4,6.0,2,2,3,1.0,1.0,45,1.0,2.0,1,115.25
7.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,18.0,9.0,4.5,1,5,2.0,5,1,6,2.0,1.0,45,2.0,2.0,0,109.25
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,18.0,9.0,4.5,1,4,3.0,5,2,6,2.0,2.0,45,1.0,2.0,1,111.25
6.0,9.0,9.0,3.0,0.0,1.5,4.5,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,6.0,7.5,3.75,1,5,5.0,6,2,5,2.0,4.5,13,1.0,2.0,1,79.5
4.0,4.5,4.5,7.0,0.0,3.0,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,9.0,7.5,4.5,1,5,4.0,1,2,6,2.0,1.0,30,1.0,2.0,1,86.75
0.0,0.0,0.0,7.0,0.0,0.0,4.5,2.25,2.25,0.0,4.5,0.0,0.0,11.25,4.5,0.0,3.0,1.5,1,4,3.0,6,2,1,2.0,2.0,45,1.0,2.0,1,40.75
2.0,4.5,4.5,6.0,4.5,0.0,9.0,2.25,2.25,4.5,9.0,3.375,0.0,11.25,4.5,9.0,4.5,2.25,1,2,2.0,1,2,2,2.0,4.5,45,1.0,2.0,1,83.375
6.0,4.5,4.5,6.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,6.0,9.0,3.75,2,6,5.0,6,2,3,2.0,2.0,48,1.0,2.0,1,107.25
7.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,0.0,9.0,11.25,4.5,15.0,9.0,3.0,1,3,1.0,5,2,6,2.0,2.0,45,1.0,2.0,1,105.75
7.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,0.0,11.25,4.5,18.0,7.5,3.0,1,2,2.0,6,2,6,2.0,2.0,16,1.0,2.0,1,105.0
3.0,9.0,4.5,2.0,0.0,0.0,4.5,2.25,2.25,4.5,9.0,0.0,4.5,11.25,4.5,18.0,4.5,3.0,2,5,3.0,5,2,4,2.0,1.0,38,2.0,2.0,0,86.75
6.0,4.5,4.5,5.0,0.0,3.0,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,9.0,9.0,3.75,1,7,6.0,6,2,6,2.0,1.0,38,1.0,2.0,1,94.25
0.0,4.5,4.5,7.0,0.0,1.5,2.25,2.25,2.25,4.5,4.5,6.75,0.0,11.25,0.0,0.0,1.5,2.25,1,7,2.0,3,2,2,1.0,2.0,40,1.0,2.0,1,55.0
4.0,9.0,9.0,4.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,9.0,7.5,3.0,1,6,2.0,5,2,5,2.0,2.0,38,1.0,2.0,1,95.0
4.0,9.0,0.0,3.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,9.0,7.5,4.5,2,2,1.0,6,2,1,1.0,2.0,20,1.0,2.0,1,91.0
0.0,9.0,4.5,7.0,0.0,0.0,2.25,2.25,0.0,0.0,4.5,0.0,0.0,5.625,0.0,12.0,9.0,3.75,1,2,1.0,1,2,3,1.0,2.0,48,1.0,2.0,1,59.875
7.0,9.0,9.0,5.0,4.5,3.0,4.5,2.25,2.25,4.5,0.0,0.0,4.5,11.25,4.5,6.0,4.5,3.0,1,4,4.0,2,2,3,2.0,1.0,38,1.0,2.0,1,84.75
6.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,4,2.0,6,1,6,2.0,1.0,48,1.0,2.0,1,118.25
5.0,4.5,4.5,5.0,0.0,1.5,2.25,2.25,0.0,0.0,4.5,0.0,0.0,11.25,0.0,0.0,3.0,3.0,2,6,5.0,3,2,2,4.5,2.0,38,1.0,2.0,1,46.75
2.0,0.0,4.5,5.0,0.0,0.0,2.25,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,9.0,6.0,3.0,1,6,2.0,6,2,5,2.0,2.0,38,2.0,2.0,0,65.5
5.0,0.0,4.5,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,3.0,9.0,3.75,1,5,5.0,5,2,5,2.0,1.0,38,1.0,2.0,1,79.0
4.0,0.0,4.5,6.0,4.5,1.5,9.0,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,15.0,9.0,3.75,2,6,2.0,5,2,6,2.0,2.0,38,1.0,2.0,1,88.75
7.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,9.0,3.75,2,6,4.0,1,1,4,2.0,1.0,38,1.0,2.0,1,113.0
4.0,9.0,9.0,6.0,0.0,0.0,4.5,2.25,0.0,4.5,4.5,0.0,0.0,11.25,4.5,0.0,4.5,3.0,1,2,2.0,5,2,6,2.0,2.0,38,1.0,2.0,1,67.0
6.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,0.0,4.5,9.0,0.0,0.0,11.25,4.5,6.0,7.5,3.75,1,6,5.0,6,1,5,2.0,1.0,38,1.0,2.0,1,93.75
2.0,4.5,0.0,6.0,4.5,1.5,2.25,2.25,2.25,4.5,4.5,6.75,0.0,11.25,0.0,9.0,6.0,2.25,1,4,2.0,6,1,3,2.0,2.0,45,1.0,2.0,1,69.5
7.0,9.0,9.0,2.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,6.0,9.0,4.5,1,6,5.0,6,2,3,1.0,2.0,38,1.0,2.0,1,105.0
8.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,15.0,9.0,4.5,1,6,5.0,5,2,5,2.0,1.0,38,2.0,2.0,0,119.25
